"","Vote 1","Vote 2","Vote 3","Vote 4","Vote 5","Vote 6","Vote 7","Vote 8","Vote 9","Vote 10","Vote 11","Vote 12","Vote 13","Vote 14","Vote 15","Vote 16","Vote 17","Vote 18","Vote 19","Vote 20","Vote 21","Vote 22","Vote 23","Vote 24","Vote 25","Vote 26","Vote 27","Vote 28","Vote 29","Vote 30","Vote 31","Vote 32","Vote 33","Vote 34","Vote 35","Vote 36","Vote 37","Vote 38","Vote 39","Vote 40","Vote 41","Vote 42","Vote 43","Vote 44","Vote 45","Vote 46","Vote 47","Vote 48","Vote 49","Vote 50","Vote 51","Vote 52","Vote 53","Vote 54","Vote 55","Vote 56","Vote 57","Vote 58","Vote 59","Vote 60","Vote 61","Vote 62","Vote 63","Vote 64","Vote 65","Vote 66","Vote 67","Vote 68","Vote 69","Vote 70","Vote 71","Vote 72"
"DAVIS (D TN-5)",1,1,1,1,1,0,1,0,0,1,1,1,1,1,NA,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,NA,0,0,1,1,0,1,1,1,1,0,0
"BYRNS (D TN-6)",1,1,1,1,1,0,1,NA,0,1,1,1,NA,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,NA,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,NA,NA,0,1,NA,0,1,1,1,1,NA,0
"ESLICK (D TN-7)",1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,NA,NA,NA,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0
"BROWNING (D TN-8)",1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0
"GARRETT (D TN-9)",NA,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,NA,1,0,1,1,1,1,0,0,NA,NA,NA,1,NA,0,0,1,1,0,1,0,1,1,NA,1,NA,NA,0,0,0,NA,0,NA,0,0,1,1,1,0,0,1,NA,0,1,0,NA,NA,0,0
"FISHER (D TN-10)",1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,NA,NA,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0
"BLACK (D TX-1)",1,1,1,1,1,0,1,0,0,0,1,1,1,NA,1,1,0,0,1,1,1,0,1,1,1,0,NA,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,NA,1,1,0,1,1,0,1,1,NA,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"BOX (D TX-2)",1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0
"SANDERS (D TX-3)",1,1,1,1,1,0,1,0,0,1,1,1,NA,NA,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0
"RAYBURN (D TX-4)",1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,NA,1,1,0,NA,0,NA,NA,NA,1,1,1,0,0,1,NA,0,1,1,NA,0,1,0,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,0,NA,0,NA,0,1,1,NA,0,1,NA,0,1,0,1,1,0,0
"SUMNERS (D TX-5)",1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,NA,NA,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,NA,0,0,NA,1,0,NA,1,1,1,NA,0
"JOHNSON (D TX-6)",1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0
"BRIGGS (D TX-7)",1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0
"GARRETT (D TX-8)",1,1,1,1,1,0,1,0,0,NA,1,1,1,1,1,0,1,1,1,1,1,0,1,1,NA,0,1,1,1,1,0,0,1,0,0,1,NA,NA,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,NA,0,1,0,1,1,0,NA,0,0,0,NA,NA,0,0,1,1,0,0
"MANSFIELD (D TX-9)",1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,NA,1,0,1,NA,1,0,1,1,0,0,0,NA,NA,NA,1,0,0,1,0,1,NA,1,1,1,1,1,1,1,1,1,0,1,0,NA,NA,1,0,1,1,NA,0,NA,NA,0,NA,1,0,NA,0,1
"BUCHANAN (D TX-10)",1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,NA,0,0,1,0,0,NA,NA,0,1,0,0,0,1,0,1,0,NA
"CONNALLY (D TX-11)",1,1,1,1,1,0,1,NA,0,NA,NA,NA,NA,NA,1,0,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,1,0,1,NA,1,NA,0,0,1,NA,0,NA,1,1,1,NA,0
"LANHAM (D TX-12)",1,1,1,1,1,0,1,1,0,1,NA,1,1,1,1,0,1,1,NA,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,NA,NA,0,1,1,0,0,1,1,1,NA,0
"WILLIAMS (D TX-13)",1,1,1,1,1,0,1,NA,0,1,1,NA,1,1,1,0,1,1,NA,1,1,0,1,0,1,0,NA,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,NA,1,1,1,0,1,1,1,1,1,0,NA,0,1,0,NA,1,0,NA,0,0,NA,NA,0,1,1,1,1,NA,NA
"WURZBACH (R TX-14)",1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,NA,1,1,NA,NA,NA,0,1,1,1,0,0,1,1,0,1,0,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,1,1,1,0,1,1,0,0,1,1
"GARNER (D TX-15)",1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,NA,0,1,0,1,NA,NA,NA,NA,0,NA,1,NA,NA,1,1,1,NA,NA
"HUDSPETH (D TX-16)",1,NA,1,1,1,0,1,1,0,NA,NA,NA,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,NA,NA,0,1,NA,1,NA,1,0,1,1,0,NA,NA,NA,NA,NA,NA
"BLANTON (D TX-17)",1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,1,1,NA,NA
"JONES (D TX-18)",1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,NA,1,0,1,0,1,0,1,1,1,0,NA,NA,1,0,0,1,1,0,0,NA,0,1,0,1,1,1,1,0,1,1,0,NA,0,NA,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"COLTON (R UT-1)",1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,NA,0,1,1,1
"LEATHERWOOD (R UT-2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,0,1,NA,NA,1,NA,1,0,0,1,NA,1,1,1,1,1,1,1,1,0,1,1,NA,0,0,NA,NA,1,0,NA,1,NA,0,0,0,1,NA,NA,NA,0
"BRIGHAM (R VT-1)",1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,NA,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1
"GIBSON (R VT-2)",1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,NA,0,0,NA,NA,1,1,1,0,1,0,0,1,1,0,0,NA,1,NA,0,1,1,0,0,0,1,0,1,1,1
"BLAND (D VA-1)",1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,NA,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0
"DEAL (D VA-2)",1,0,1,1,1,0,1,NA,0,NA,NA,0,1,NA,NA,0,0,0,1,1,0,1,NA,NA,1,NA,1,0,1,1,NA,0,1,0,0,1,0,NA,0,1,1,0,1,0,0,0,0,1,NA,NA,1,0,0,NA,0,NA,0,1,0,1,0,0,1,NA,1,0,0,1,0,0,NA,0
"MONTAGUE (D VA-3)",1,0,1,1,1,0,1,NA,0,0,1,1,0,NA,NA,0,1,0,NA,1,1,0,NA,0,NA,1,1,0,1,NA,0,0,0,NA,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,NA,0,NA,NA,0,1,NA,NA,0,1,1,0,0,1,1,1,NA,0
"DREWRY (D VA-4)",1,1,1,1,1,0,1,1,0,1,1,1,1,NA,0,NA,1,0,0,1,1,1,1,NA,1,NA,1,1,1,1,0,0,NA,0,0,1,1,NA,0,1,1,0,NA,1,1,1,0,1,1,1,1,0,0,1,0,NA,NA,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0
"WHITEHEAD (D VA-5)",1,NA,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,NA,0,0,0,1,1,0,1,0,1,0,1,1,NA,NA,NA,NA,1,NA,0,NA,NA,NA,0,1,NA,1,0,1,1,0,0,1,1,1,NA,0
"WOODRUM (D VA-6)",NA,1,1,1,1,0,1,1,0,0,NA,1,1,1,1,NA,0,0,1,NA,1,0,1,NA,1,0,NA,0,1,1,0,0,NA,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,NA,0,1,0,0,0,0,1,1,1,1,0,0,NA,NA,0,0,1,1,1,0,0
"HARRISON (D VA-7)",1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,NA,0,0,1,NA,1,0,1,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,1,1,1,0,0,0,1,1,1,NA,1,0,1,0,0,NA,NA,NA,1,1,0,0,NA,1,NA,1,1,1,NA,NA,NA
"MOORE (D VA-8)",1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,NA,1,1,1,0,1,1,0,NA,0,1,1,1,0,0,0,1,1,0,NA,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,NA,NA,0,1,NA,0,0,1,1,1,NA,0
"PEERY (D VA-9)",1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,NA,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,NA,NA,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,NA,NA,0,1,NA,1,1,NA,0,1,1,0,NA,0,1,1,NA,0
"TUCKER (D VA-10)",1,0,1,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,0,1,0,0,0,1,1,0,NA,0,0,NA,0,1,1,0,0,0,1,0,NA,0,0,1,0,1,NA,0,0,NA,NA,0,NA,0,1,0,NA,0
"MILLER (R WA-1)",1,0,0,0,1,0,1,1,1,0,1,1,1,NA,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1
"HADLEY (R WA-2)",1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,NA,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,NA,0,NA,NA,1,1,0,0,1,1,0,1,1,1
"JOHNSON (R WA-3)",1,0,0,0,0,0,1,1,1,0,NA,NA,1,1,0,0,1,1,0,NA,1,0,1,0,1,1,NA,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,NA,0,NA,0,1,0,1,1,1,1,0,1,NA,NA,NA,0,0,0,NA,NA,1,1,NA,0,1,1,0,1,1,1
"SUMMERS (R WA-4)",1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,NA,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,NA,0,1,1,1,0,0,1,1,0,1,1,1
"HILL (D WA-5)",1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1
"BACHMANN (R WV-1)",1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,NA,NA,1,1,1,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1
"BOWMAN (R WV-2)",1,0,0,0,0,0,1,1,1,0,NA,1,1,1,0,0,1,0,0,1,1,0,1,1,NA,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,NA,NA,1,NA,1,1,0,0,0,0,0,1,1,1,NA,0,1,1,0,1,1,0
"O'BRIEN (D WV-3)",1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,NA,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,NA,NA,NA,NA,1,0,0,1,1,0,1,1,1,1,1,1
"HUGHES (R WV-4)",1,0,0,1,1,0,1,1,1,0,NA,NA,1,1,NA,0,1,1,0,1,1,0,1,1,NA,1,1,0,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,1,1,0,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,1,NA,0
"STROTHER (R WV-5)",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGLAND (R WV-6)",1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,NA,1,1,1,0,1,1,1,0,NA,NA,0,1,NA,1,1,1,0,1,0,1,1,1,0,1,1,NA,NA,1,NA,1,1,NA,0,0,0,0,0,1,NA,1,NA,NA,NA,NA,NA,1,0
"COOPER (R WI-1)",1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1
"KADING (R WI-2)",1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,NA,NA,1,0,1,1,1,0,0,1,0,1,0,0,1,1
"NELSON (R WI-3)",1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,NA,NA,NA,1,1,NA,1,1,1,1,NA,0,0,0,1,1,1,1,NA,1,0,0,1,NA,1,1,1,NA,0,1,1,NA,1,0,NA,0,NA,1,0,0,0,NA,NA,1,NA,NA,0,1,1,0,1,1,1
"SCHAFER (R WI-4)",1,0,1,1,1,0,1,NA,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1
"BERGER (Socialist WI-5)",NA,0,0,NA,1,1,0,1,0,1,1,1,NA,1,NA,0,0,0,1,NA,1,1,1,1,1,NA,NA,1,1,1,1,0,0,1,NA,NA,1,0,1,0,0,1,0,NA,1,1,1,0,1,1,0,1,0,1,0,1,NA,NA,NA,0,NA,NA,1,NA,0,1,1,NA,0,NA,NA,0
"LAMPERT (R WI-6)",1,0,1,1,1,0,1,1,0,NA,NA,NA,1,1,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,1,0,1,1,NA,0,0,0,1,NA,1,1,NA,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,NA,NA,NA,0,NA,NA,1,NA,0,1,1,NA,0,0,1,1
"BECK (R WI-7)",NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,NA,NA,NA,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA
"BROWNE (R WI-8)",1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,NA,0,0,0,1,1,1,NA,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,NA,NA,NA,1,NA,0,0,0,1,0,1,1,1,0,1,1,1
"SCHNEIDER (R WI-9)",1,0,1,1,1,1,0,1,0,1,NA,1,1,1,1,1,0,0,1,NA,1,1,1,NA,0,1,0,1,1,1,0,0,0,1,1,1,1,NA,1,0,0,1,0,1,1,1,1,0,1,NA,1,1,0,1,0,NA,0,NA,NA,0,1,0,1,0,1,NA,0,1,0,0,0,1
"FREAR (R WI-10)",1,0,1,1,1,1,0,1,0,1,NA,0,NA,NA,1,NA,1,1,1,NA,NA,0,1,1,0,1,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,1,1,1,1,0,1,1,1,1,0,1,1,1,NA,0,NA,0,NA,0,1,NA,NA,NA,0,0,0,1,1,1
"PEAVEY (R WI-11)",1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,NA,1,1,1,1,1,1,1,0,0,0,1,1,1,NA,NA,0,1,0,1,0,1,1,1,1,0,NA,NA,1,NA,1,1,NA,NA,1,NA,1,0,1,0,1,1,0,1,1,1,0,0,NA,NA
"WINTER (R WY-1)",1,0,0,0,0,0,1,1,1,NA,1,1,1,NA,NA,0,1,1,0,1,1,0,1,1,0,1,NA,1,1,NA,1,NA,0,1,1,0,NA,NA,1,1,0,1,1,1,1,1,NA,NA,1,1,1,1,0,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,0,NA,1,NA
